date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:22:37	98024/98024	---M--	200	added ('OK')	font/woff	date:Sat,%2016%20Nov%202024%2012:52:35%20GMT	https://cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff	(from https://cyborgonics.b12sites.com/)
18:22:38	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:37%20GMT	http://cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-912ec66d7572ff821749319396470bde.svg	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-912ec66d7572ff821749319396470bde.svg	(from https://cyborgonics.b12sites.com/)
18:22:38	165548/165548	---M--	200	added ('OK')	font/ttf	date:Sat,%2016%20Nov%202024%2012:52:37%20GMT	https://cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-b06871f281fee6b241d60582ae9369b9.ttf	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-b06871f281fee6b241d60582ae9369b9.ttf	(from https://cyborgonics.b12sites.com/)
18:22:39	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:39%20GMT	http://cyborgonics.b12sites.com/assets/fonts/ajax-loader-c5cd7f5300576ab4c88202b42f6ded62.gif	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/ajax-loader-c5cd7f5300576ab4c88202b42f6ded62.gif	(from https://cyborgonics.b12sites.com/)
18:22:40	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2016%20Nov%202024%2012:52:38%20GMT	https://cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-912ec66d7572ff821749319396470bde.svg	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-912ec66d7572ff821749319396470bde.svg	(from https://cyborgonics.b12sites.com/)
18:22:41	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:40%20GMT	http://cyborgonics.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot	(from https://cyborgonics.b12sites.com/)
18:22:41	4178/4178	---M--	200	added ('OK')	image/gif	date:Sat,%2016%20Nov%202024%2012:52:40%20GMT	https://cyborgonics.b12sites.com/assets/fonts/ajax-loader-c5cd7f5300576ab4c88202b42f6ded62.gif	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/ajax-loader-c5cd7f5300576ab4c88202b42f6ded62.gif	(from https://cyborgonics.b12sites.com/)
18:22:42	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2016%20Nov%202024%2012:52:41%20GMT	https://cyborgonics.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot	(from https://cyborgonics.b12sites.com/)
18:22:43	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:42%20GMT	http://cyborgonics.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot?	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475d41d.eot	(from https://cyborgonics.b12sites.com/)
18:22:44	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2016%20Nov%202024%2012:52:43%20GMT	https://cyborgonics.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475.eot?	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/slick-ced611daf7709cc778da928fec876475d41d.eot	(from https://cyborgonics.b12sites.com/)
18:22:44	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:43%20GMT	http://cyborgonics.b12sites.com/assets/fonts/slick-b7c9e1e479de3b53f1e4e30ebac2403a.woff	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/slick-b7c9e1e479de3b53f1e4e30ebac2403a.woff	(from https://cyborgonics.b12sites.com/)
18:22:45	1380/1380	---M--	200	added ('OK')	font/woff	date:Sat,%2016%20Nov%202024%2012:52:44%20GMT	https://cyborgonics.b12sites.com/assets/fonts/slick-b7c9e1e479de3b53f1e4e30ebac2403a.woff	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/slick-b7c9e1e479de3b53f1e4e30ebac2403a.woff	(from https://cyborgonics.b12sites.com/)
18:22:45	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:44%20GMT	http://cyborgonics.b12sites.com/assets/fonts/slick-d41f55a78e6f49a5512878df1737e58a.ttf	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/slick-d41f55a78e6f49a5512878df1737e58a.ttf	(from https://cyborgonics.b12sites.com/)
18:22:46	1892/1892	---M--	200	added ('OK')	font/ttf	date:Sat,%2016%20Nov%202024%2012:52:46%20GMT	https://cyborgonics.b12sites.com/assets/fonts/slick-d41f55a78e6f49a5512878df1737e58a.ttf	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/slick-d41f55a78e6f49a5512878df1737e58a.ttf	(from https://cyborgonics.b12sites.com/)
18:22:47	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:46%20GMT	http://cyborgonics.b12sites.com/assets/fonts/slick-f97e3bbf73254b0112091d0192f17aec.svg	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/slick-f97e3bbf73254b0112091d0192f17aec.svg	(from https://cyborgonics.b12sites.com/)
18:22:48	2152/2152	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2016%20Nov%202024%2012:52:47%20GMT	https://cyborgonics.b12sites.com/assets/fonts/slick-f97e3bbf73254b0112091d0192f17aec.svg	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/slick-f97e3bbf73254b0112091d0192f17aec.svg	(from https://cyborgonics.b12sites.com/)
18:22:48	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:47%20GMT	http://cyborgonics.b12sites.com/index	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/index	(from https://cyborgonics.b12sites.com/)
18:22:50	350598/350598	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Nov%202024%2012:52:48%20GMT	https://cyborgonics.b12sites.com/index	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/index-2.html	(from https://cyborgonics.b12sites.com/)
18:22:51	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:49%20GMT	http://cyborgonics.b12sites.com/team	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/team	(from https://cyborgonics.b12sites.com/)
18:22:51	31630/31630	---M--	200	added ('OK')	image/jpeg	etag:%2299994daa123097ad972a922ac4212bcb%22	https://cdn.b12.io/client_media/DEzRDpCv/0ce06db0-99c9-11ef-96e1-0242ac110002-jpg-regular_image.jpeg	C:/My%20Web%20Sites/ak/cdn.b12.io/client_media/DEzRDpCv/0ce06db0-99c9-11ef-96e1-0242ac110002-jpg-regular_image.jpg	(from https://cyborgonics.b12sites.com/)
18:22:53	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:52%20GMT	http://cyborgonics.b12sites.com/how-it-works	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/how-it-works	(from https://cyborgonics.b12sites.com/)
18:22:53	301892/301892	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Nov%202024%2012:52:52%20GMT	https://cyborgonics.b12sites.com/team	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/team.html	(from https://cyborgonics.b12sites.com/)
18:22:54	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:53%20GMT	http://cyborgonics.b12sites.com/window.location	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/window.location	(from https://cyborgonics.b12sites.com/)
18:22:54	302211/302211	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Nov%202024%2012:52:53%20GMT	https://cyborgonics.b12sites.com/how-it-works	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/how-it-works.html	(from https://cyborgonics.b12sites.com/)
18:22:55	979/979	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Nov%202024%2012:52:54%20GMT	https://cyborgonics.b12sites.com/window.location	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/window.61.delayed	(from https://cyborgonics.b12sites.com/)
18:22:56	98949/98949	---M--	200	added ('OK')	image/jpeg	etag:%2217a95494edffe2beab4335d29ea37a5e%22	https://cdn.b12.io/client_media/DEzRDpCv/1368e374-99c9-11ef-8464-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/ak/cdn.b12.io/client_media/DEzRDpCv/1368e374-99c9-11ef-8464-0242ac110002-jpg-hero_image.jpg	(from https://cyborgonics.b12sites.com/)
18:22:57	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:55%20GMT	http://cyborgonics.b12sites.com/assets/bundle-26df06bbde665912c7803cd668f15047.js	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/bundle-26df06bbde665912c7803cd668f15047.js	(from https://cyborgonics.b12sites.com/)
18:22:58	134456/134456	---M--	200	added ('OK')	image/jpeg	etag:%2206803c9f296a0f1375ceb9b8e1c717c7%22	https://cdn.b12.io/client_media/DEzRDpCv/d23014ae-99c8-11ef-b4a5-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/ak/cdn.b12.io/client_media/DEzRDpCv/d23014ae-99c8-11ef-b4a5-0242ac110002-jpg-hero_image.jpg	(from https://cyborgonics.b12sites.com/)
18:22:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Nov%202024%2012:52:58%20GMT	http://cdn.b12.io/prod_traffic/global.js	C:/My%20Web%20Sites/ak/cdn.b12.io/prod_traffic/global.66.delayed	(from https://cyborgonics.b12sites.com/)
18:22:59	518382/518382	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2016%20Nov%202024%2012:52:58%20GMT	https://cyborgonics.b12sites.com/assets/bundle-26df06bbde665912c7803cd668f15047.js	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/bundle-26df06bbde665912c7803cd668f15047.js	(from https://cyborgonics.b12sites.com/)
18:23:00	71295/71295	---MCZ	200	added ('OK')	application/javascript	etag:W/%229ca4809d57257e2816c1aa0a50fc8dea%22	https://cdn.b12.io/prod_traffic/global.js	C:/My%20Web%20Sites/ak/cdn.b12.io/prod_traffic/global.js	(from https://cyborgonics.b12sites.com/)
18:23:01	904/904	---MC-	200	added ('OK')	text/javascript	date:Sat,%2016%20Nov%202024%2012:52:59%20GMT	https://www.google.com/recaptcha/api.js?render=6Ld1R8kUAAAAAGEYGyd1RXFcdSGY03uF4y_yN40A	C:/My%20Web%20Sites/ak/www.google.com/recaptcha/apifb47.js	(from https://cyborgonics.b12sites.com/)
18:23:02	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:53:01%20GMT	http://cyborgonics.b12sites.com/dr-arjun-kumar	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/dr-arjun-kumar	(from https://cyborgonics.b12sites.com/team)
18:23:02	134456/134456	---M--	200	added ('OK')	image/jpeg	etag:%2206803c9f296a0f1375ceb9b8e1c717c7%22	https://cdn.b12.io/client_media/DEzRDpCv/d236a8be-99c8-11ef-86d7-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/ak/cdn.b12.io/client_media/DEzRDpCv/d236a8be-99c8-11ef-86d7-0242ac110002-jpg-hero_image.jpg	(from https://cyborgonics.b12sites.com/team)
18:23:04	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:53:02%20GMT	http://cyborgonics.b12sites.com/sofia-mendes	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/sofia-mendes	(from https://cyborgonics.b12sites.com/team)
18:23:04	286926/286926	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Nov%202024%2012:53:02%20GMT	https://cyborgonics.b12sites.com/dr-arjun-kumar	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/dr-arjun-kumar.html	(from https://cyborgonics.b12sites.com/team)
18:23:05	246182/246182	---M--	200	added ('OK')	image/jpeg	etag:%223abd683090ca7013b0d58e99472a60f5%22	https://cdn.b12.io/media/6f796fdc-3cb3-11e8-9f2d-0242ac11000f-jpg-hero_image.jpeg	C:/My%20Web%20Sites/ak/cdn.b12.io/media/6f796fdc-3cb3-11e8-9f2d-0242ac11000f-jpg-hero_image.jpg	(from https://cyborgonics.b12sites.com/team)
18:23:05	288521/288521	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Nov%202024%2012:53:04%20GMT	https://cyborgonics.b12sites.com/sofia-mendes	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/sofia-mendes.html	(from https://cyborgonics.b12sites.com/team)
18:23:07	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:53:05%20GMT	http://cyborgonics.b12sites.com/rajesh-iyer	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/rajesh-iyer	(from https://cyborgonics.b12sites.com/team)
18:23:07	95174/95174	---M--	200	added ('OK')	image/jpeg	etag:%22dac2272500b2229262c2aa25a53a7ac3%22	https://cdn.b12.io/media/6ee0e334-3cb3-11e8-9f2d-0242ac11000f-jpg-regular_image.jpeg	C:/My%20Web%20Sites/ak/cdn.b12.io/media/6ee0e334-3cb3-11e8-9f2d-0242ac11000f-jpg-regular_image.jpg	(from https://cyborgonics.b12sites.com/team)
18:23:08	245702/245702	---M--	200	added ('OK')	image/jpeg	etag:%22668b36d8e4200fae669380966bb65057%22	https://cdn.b12.io/media/497798a4-3cb3-11e8-9f2d-0242ac11000f-jpg-hero_image.jpeg	C:/My%20Web%20Sites/ak/cdn.b12.io/media/497798a4-3cb3-11e8-9f2d-0242ac11000f-jpg-hero_image.jpg	(from https://cyborgonics.b12sites.com/team)
18:23:09	288566/288566	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Nov%202024%2012:53:07%20GMT	https://cyborgonics.b12sites.com/rajesh-iyer	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/rajesh-iyer.html	(from https://cyborgonics.b12sites.com/team)
18:23:10	94522/94522	---M--	200	added ('OK')	image/jpeg	etag:%2226eded331104e24688f4758bb5227e2c%22	https://cdn.b12.io/media/48e680e4-3cb3-11e8-9f2d-0242ac11000f-jpg-regular_image.jpeg	C:/My%20Web%20Sites/ak/cdn.b12.io/media/48e680e4-3cb3-11e8-9f2d-0242ac11000f-jpg-regular_image.jpg	(from https://cyborgonics.b12sites.com/team)
18:23:10	134456/134456	---M--	200	added ('OK')	image/jpeg	etag:%2206803c9f296a0f1375ceb9b8e1c717c7%22	https://cdn.b12.io/client_media/DEzRDpCv/d294e3ac-99c8-11ef-a93c-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/ak/cdn.b12.io/client_media/DEzRDpCv/d294e3ac-99c8-11ef-a93c-0242ac110002-jpg-hero_image.jpg	(from https://cyborgonics.b12sites.com/how-it-works)
18:23:11	166122/166122	---M--	200	added ('OK')	image/jpeg	etag:%22662237eb55c9ffc5f54f64a69f2a7546%22	https://cdn.b12.io/client_media/DEzRDpCv/d5e0f686-99c8-11ef-a93c-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/ak/cdn.b12.io/client_media/DEzRDpCv/d5e0f686-99c8-11ef-a93c-0242ac110002-jpg-hero_image.jpg	(from https://cyborgonics.b12sites.com/how-it-works)
18:23:12	54333/54333	---M--	200	added ('OK')	image/jpeg	etag:%22de94523214f5503f34b1053fd35aff6c%22	https://cdn.b12.io/client_media/DEzRDpCv/d60d4362-99c8-11ef-a93c-0242ac110002-jpg-regular_image.jpeg	C:/My%20Web%20Sites/ak/cdn.b12.io/client_media/DEzRDpCv/d60d4362-99c8-11ef-a93c-0242ac110002-jpg-regular_image.jpg	(from https://cyborgonics.b12sites.com/how-it-works)
18:23:13	405638/405638	---M--	200	added ('OK')	image/jpeg	etag:%221076e54e75ab9b4ee86108f1de2ef4e2%22	https://cdn.b12.io/client_media/DEzRDpCv/d5a0e0aa-99c8-11ef-a93c-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/ak/cdn.b12.io/client_media/DEzRDpCv/d5a0e0aa-99c8-11ef-a93c-0242ac110002-jpg-hero_image.jpg	(from https://cyborgonics.b12sites.com/how-it-works)
18:23:14	163705/163705	---M--	200	added ('OK')	image/jpeg	etag:%22f620336c24baf9a70a462abace549fba%22	https://cdn.b12.io/client_media/DEzRDpCv/d63658a6-99c8-11ef-a93c-0242ac110002-jpg-regular_image.jpeg	C:/My%20Web%20Sites/ak/cdn.b12.io/client_media/DEzRDpCv/d63658a6-99c8-11ef-a93c-0242ac110002-jpg-regular_image.jpg	(from https://cyborgonics.b12sites.com/how-it-works)
18:23:15	145363/145363	---M--	200	added ('OK')	image/jpeg	etag:%22894a5036b377a5dce060ecc4d8068c86%22	https://cdn.b12.io/client_media/DEzRDpCv/d68b027a-99c8-11ef-a93c-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/ak/cdn.b12.io/client_media/DEzRDpCv/d68b027a-99c8-11ef-a93c-0242ac110002-jpg-hero_image.jpg	(from https://cyborgonics.b12sites.com/how-it-works)
18:23:17	47762/47762	---M--	200	added ('OK')	image/jpeg	etag:%22bebb03da92b09dbb13f3f6cbd85ee5c3%22	https://cdn.b12.io/client_media/DEzRDpCv/d6e50aae-99c8-11ef-a93c-0242ac110002-jpg-regular_image.jpeg	C:/My%20Web%20Sites/ak/cdn.b12.io/client_media/DEzRDpCv/d6e50aae-99c8-11ef-a93c-0242ac110002-jpg-regular_image.jpg	(from https://cyborgonics.b12sites.com/how-it-works)
